0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,compactness1,compactness2,sphericalDisproportion,sphericity,area,surfaceArea,surfaceVolumeRatio,volume,class
0.0,0.0,0.0,3.0724375,0.0,5.8863087,5.858361,0.0,0.0,0.37908947,0.0,0.0,0.0,1.7552717,0.0,0.0,0.9534145,0.0,0.0,0.0,2.2923946,0.0,10.462504,0.0,3.1628308,0.0,0.0,5.711806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.762473,0.0,0.0,6.2655067,0.0,0.80861455,0.0,0.0,4.9508157,0.0,0.0,0.0,0.0,0.0,0.02708548,0.0,0.49453077,12.363591,0.0,0.0,0.004331112695900229,0.006587958626294798,0.4932942622257319,0.22207960644007158,0.034436493738819324,0.020638964654578366,0.4149065533259485,0.004331112695900228,0
0.0,0.0,7.1371336,8.365976,0.0,3.9826272,3.1525428,0.0,0.0,0.50486726,0.0,0.0,0.0,5.0426264,0.0,0.0,0.0,0.0,0.0,0.0,3.2990146,0.0,11.670132,0.0,2.1320372,0.0,2.3324676,5.765955,0.0,0.0,0.0,0.49040106,0.0,0.0,0.0,6.9695535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0488454,0.0,4.6676207,0.0,0.0,5.015471,0.0,0.0,0.0,0.0,0.0,3.9250445,0.0,3.5406396,7.3942895,1.3797044,5.074919,0.004887721556417526,0.024459416074664148,0.2925791532737376,0.31244409660107336,0.021914132379248663,0.022744504866978925,0.2614934448424857,0.004887721556417526,0
0.0,0.0,4.4799795,6.5290556,0.0,4.431863,1.2187812,0.0,1.8637435,0.0,0.0,0.0,0.0,3.028081,0.0,0.0,0.16736336,0.0,0.0,0.0,3.2242064,0.0,7.714128,0.0,0.58574474,0.0,1.6005107,4.257824,0.0,0.0,0.0,3.7472787,0.0,0.0,0.0,3.7030983,0.0,0.0,0.0,0.0,0.15456024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0441022,0.0,0.0,2.3688922,0.0,0.0,0.0,0.51185834,0.0,2.4924214,0.0,1.0897388,3.140038,2.099062,0.9996952,0.002235132455514776,0.026863646081711393,0.28041460322086953,0.4841091614965935,0.01073345259391771,0.011931147307858757,0.31435003879106854,0.002235132455514776,0
0.0,0.0,0.0,2.3543184,0.0,5.5355515,7.353186,0.0,0.0,3.2191508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.364039,0.0,11.620334,0.0,8.807408,0.0,0.0,0.9610922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1684346,0.0,0.0,0.0,0.0,0.65458536,0.0,0.0,0.0,0.0,0.0,0.0,2.1282141,0.0,0.7268057,0.0,0.0,2.2126288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9673083,12.947293,0.0,1.951355,0.012123636743142409,0.04349606285510378,0.2226637962603253,0.21752341365884456,0.0353309481216458,0.0459739721110005,0.157084418297546,0.012123636743142405,0
0.0,0.0,9.439207,8.799451,0.0,8.183249,8.571503,0.0,0.0,1.2222718,0.0,0.0,0.0,5.7372103,0.0,0.0,0.0,0.0,0.0,0.0,3.801493,0.0,12.699389,0.0,9.57878,0.0,0.6697796,1.8063091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8222194,0.0,0.0,0.89005554,0.0,1.7422878,0.0,0.0,0.0,0.6193333,0.0,0.0,5.177462,0.0,2.2801223,0.0,0.0,4.0408974,0.0,0.0,0.0,0.4216932,0.0,0.0,0.0,7.5775676,13.922328,0.0681222,3.5181773,0.006453183976622428,0.00805792465921665,0.4592060597044326,0.18663397107425486,0.042486583184257604,0.02834011269841128,0.3466221021068247,0.006453183976622427,0
0.0,0.0,6.56746,3.0438595,0.0,6.644078,5.780485,0.0,0.0,0.67024773,0.0,0.0,0.0,3.3328764,2.9332795,0.0,0.0,0.0,0.0,0.0,1.6649425,0.0,3.8992786,0.0,4.466227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4786067,0.0,0.0,0.8760588,0.0,0.085956365,0.0,0.0,0.0,3.6017168,0.0,0.0,7.3809094,0.0,2.91833,0.0,0.0,3.5111878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.030651,14.129254,0.0,1.2461675,0.016715659842410118,0.010368424573491188,0.4179621757205422,0.10887573964497042,0.07692307692307693,0.058404781814869564,0.2335199450209071,0.016715659842410115,0
0.0,0.0,0.0,0.0,0.0,4.2284956,9.666006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.717197,0.0,4.695218,0.0,0.0,0.0,10.105733,0.0,0.0,0.0,0.8477931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5785594,0.0,0.0,17.82344,0.0,0.0,0.0,0.0,0.0,11.792047,0.0,0.0,18.632616,0.0,0.0,8.594372,0.0,0.0,0.0,0.0,0.0,4.361273,0.0,0.0,0.0,17.46481,17.445791,0.0,0.0,0.0459376250195683,0.0348407835505168,0.24827326364566665,0.0804816776610018,0.10420393559928444,0.12114496949550621,0.10259212522107396,0.04593762501956828,0
0.0,0.0,0.69852924,0.0,0.0,6.3504243,1.3459814,0.0,0.0,0.0,0.0,0.0,0.0,2.4458988,4.7814755,0.0,1.0687407,0.0,0.0,0.0,7.1425076,0.0,5.9921107,0.0,9.794085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.087707,0.0,0.0,9.8251295,0.0,0.0,0.0,0.0,0.0,13.322078,0.0,0.0,14.995377,0.0,0.0,2.3262417,0.0,0.0,0.0,0.0,0.0,0.98082495,0.0,0.0,0.0,14.852265,14.690516,0.0,0.0,0.007562053190934235,0.004705550510975442,0.5518612533645386,0.1446243291592129,0.056797853309481214,0.032067823593352744,0.38653954169409943,0.007562053190934233,0
0.0,0.0,2.052184,2.0308979,0.0,8.188492,4.052134,0.0,0.0,0.0,0.0,0.0,0.0,1.5689685,0.0,0.0,0.0,0.0,0.0,0.0,5.697346,0.0,6.1037927,0.0,6.603218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9325607,0.0,0.0,0.0,0.0,2.303129,0.0,0.0,0.0,7.021054,0.0,0.0,4.336867,0.0,0.0,0.0,0.0,2.4719532,0.0,0.0,0.0,3.7365901,0.0,0.0,0.0,4.5018163,8.667941,0.0,0.7618772,0.004539841018594216,0.007747022883745853,0.4657931060847834,0.22682176627359346,0.03354203935599285,0.021436714062932752,0.3898718279522305,0.004539841018594214,0
0.0,0.0,3.3984463,7.6009593,0.0,7.6391153,1.7938018,0.0,0.0,1.8458085,0.0,0.0,0.0,2.2489614,0.0,0.0,0.0,0.0,0.0,0.0,2.689028,0.0,10.562701,0.0,4.606645,0.0,2.159171,6.3268266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059196856,0.0,1.5146906,0.0,0.0,5.7269716,0.0,0.0,0.0,0.0,0.0,4.1863713,0.0,1.2659389,10.214313,0.0,3.427745,0.0032526830286479635,0.008528685831674042,0.4497684481259756,0.2801710644007156,0.025491949910554562,0.016337465422975414,0.41562385500923255,0.0032526830286479617,0
